"year_week","start_date","e0_date","region_name","region_code","lat","long","number_healthcare_workers","number_cases","population","incidence","cases_0-4","inc_0-4","cases_5-14","inc_5-14","cases_15-64","inc_15-64","cases_65+","inc_65+"
"2022-51",2022-12-19,2022-12-25,"Abruzzo",13,42.35122196,13.39843823,"27","804","32942","24.41","181","76.18","241","42.97","286","15.9","96","13.78"
"2022-51",2022-12-19,2022-12-25,"Molise",14,41.55774754,14.65916051,"2","7","2188","3.2","2","5.88","5","12.25","0","0","0","0"
"2022-51",2022-12-19,2022-12-25,"Campania",15,40.83956555,14.25084984,"23","447","28200","15.85","125","28.82","159","18.3","126","10.86","37","10.34"
"2022-51",2022-12-19,2022-12-25,"Apulia",16,41.12559576,16.86736689,"68","1052","88756","11.85","187","39.8","253","22.97","511","9.65","101","5.02"
"2022-51",2022-12-19,2022-12-25,"Basilicata",17,40.63947052,15.80514834,"3","28","4556","6.15","7","9.42","16","12.54","4","1.86","1","2.56"
"2022-51",2022-12-19,2022-12-25,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2022-51",2022-12-19,2022-12-25,"Sicily",19,38.11569725,13.3623567,"112","1686","137496","12.26","237","43.27","295","21.35","925","10.91","229","6.85"
"2022-51",2022-12-19,2022-12-25,"Sardinia",20,39.21531192,9.110616306,"0","0","0","0","0","0","0","0","0","0","0","0"
"2022-52",2022-12-26,2023-01-01,"Piedmont",1,45.0732745,7.680687483,"45","847","62951","13.45","58","18.09","73","9.75","524","14.64","192","11.66"
"2022-52",2022-12-26,2023-01-01,"Aosta Valley",2,45.73750286,7.320149366,"3","182","3829","47.53","82","236.99","75","91.58","21","10.42","4","6.16"
"2022-52",2022-12-26,2023-01-01,"Lombardy",3,45.46679409,9.190347404,"186","3015","263222","11.45","558","34.38","425","10.89","1572","10.45","460","8"
"2022-52",2022-12-26,2023-01-01,"AP Bolzano",21,46.49933453,11.35662422,"5","44","7412","5.94","3","8.9","3","3.5","32","6.7","6","4.17"
"2022-52",2022-12-26,2023-01-01,"AP Trento",22,46.06893511,11.12123097,"9","147","13105","11.22","15","26.22","22","11.43","90","11.98","20","6.46"
"2022-52",2022-12-26,2023-01-01,"Veneto",5,45.43490485,12.33845213,"72","996","100947","9.87","183","25.76","167","9.54","525","9.75","121","5.38"
"2022-52",2022-12-26,2023-01-01,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"16","179","21209","8.44","17","11.6","16","4.16","130","11.77","16","3.29"
"2022-52",2022-12-26,2023-01-01,"Liguria",7,44.41149315,8.9326992,"24","355","31328","11.33","32","39.31","43","19.41","229","12.4","51","5.19"
"2022-52",2022-12-26,2023-01-01,"Emilia-Romagna",8,44.49436681,11.3417208,"68","1081","88122","12.27","166","32.5","217","17.37","569","11.52","129","6.1"
"2022-52",2022-12-26,2023-01-01,"Tuscany",9,43.76923077,11.25588885,"37","657","49653","13.23","120","47.81","80","12.5","357","12.51","100","8.19"
"2022-52",2022-12-26,2023-01-01,"Umbria",10,43.10675841,12.38824698,"13","137","13478","10.16","41","27.61","39","10.04","41","7.02","16","7.06"
"2022-52",2022-12-26,2023-01-01,"Marche",11,43.61675973,13.5188753,"38","764","46064","16.59","171","41.27","220","18.86","302","13.99","71","8.19"
"2022-52",2022-12-26,2023-01-01,"Lazio",12,41.89277044,12.48366722,"183","2551","240539","10.61","282","30.11","372","14.65","1518","10.2","379","6.65"
"2022-52",2022-12-26,2023-01-01,"Abruzzo",13,42.35122196,13.39843823,"32","844","38419","21.97","193","72.28","235","37.44","316","15.33","100","11.28"
"2022-52",2022-12-26,2023-01-01,"Molise",14,41.55774754,14.65916051,"12","88","13686","6.43","14","33.57","14","14.52","51","5.71","9","2.66"
"2022-52",2022-12-26,2023-01-01,"Campania",15,40.83956555,14.25084984,"50","938","60736","15.44","269","35.49","286","18.48","294","10.52","89","9.15"
"2022-52",2022-12-26,2023-01-01,"Apulia",16,41.12559576,16.86736689,"89","1565","112830","13.87","292","35.55","351","20.28","743","11.84","179","7.29"
"2022-52",2022-12-26,2023-01-01,"Basilicata",17,40.63947052,15.80514834,"10","85","17249","4.93","17","15.25","31","13.98","34","4.74","3","0.45"
"2022-52",2022-12-26,2023-01-01,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2022-52",2022-12-26,2023-01-01,"Sicily",19,38.11569725,13.3623567,"114","1715","141132","12.15","172","33.15","306","22.33","955","10.9","282","8.14"
"2022-52",2022-12-26,2023-01-01,"Sardinia",20,39.21531192,9.110616306,"12","180","15963","11.28","50","41.36","70","26.13","52","5.8","8","2.57"
"2023-01",2023-01-02,2023-01-08,"Piedmont",1,45.0732745,7.680687483,"52","757","69918","10.83","59","19.29","66","8.45","484","11.84","148","8.15"
"2023-01",2023-01-02,2023-01-08,"Aosta Valley",2,45.73750286,7.320149366,"2","101","2591","38.98","48","138.73","39","51.52","13","12.07","1","2.43"
"2023-01",2023-01-02,2023-01-08,"Lombardy",3,45.46679409,9.190347404,"207","2781","288341","9.64","332","18.33","254","6.04","1694","10.25","501","7.98"
"2023-01",2023-01-02,2023-01-08,"AP Bolzano",21,46.49933453,11.35662422,"5","42","7451","5.64","1","3.29","5","7.29","33","6.66","3","1.99"
"2023-01",2023-01-02,2023-01-08,"AP Trento",22,46.06893511,11.12123097,"11","111","16035","6.92","8","13.99","12","6.04","70","7.27","21","5.46"
"2023-01",2023-01-02,2023-01-08,"Veneto",5,45.43490485,12.33845213,"77","947","107524","8.81","169","19.3","133","6.54","539","9.85","106","4.47"
"2023-01",2023-01-02,2023-01-08,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"16","80","20585","3.89","13","7.57","7","1.65","51","4.94","9","2.09"
"2023-01",2023-01-02,2023-01-08,"Liguria",7,44.41149315,8.9326992,"30","359","40604","8.84","17","24.43","20","8.28","251","10.07","71","5.65"
"2023-01",2023-01-02,2023-01-08,"Emilia-Romagna",8,44.49436681,11.3417208,"70","946","91682","10.32","125","22.64","123","8.67","581","11.48","117","5.47"
"2023-01",2023-01-02,2023-01-08,"Tuscany",9,43.76923077,11.25588885,"37","473","48767","9.7","89","29.34","110","13.94","213","8.08","61","5.31"
"2023-01",2023-01-02,2023-01-08,"Umbria",10,43.10675841,12.38824698,"15","114","16689","6.83","9","7.29","12","3.66","67","7.74","26","7.39"
"2023-01",2023-01-02,2023-01-08,"Marche",11,43.61675973,13.5188753,"38","521","43991","11.84","127","29.18","100","8.44","238","12.18","56","6.79"
"2023-01",2023-01-02,2023-01-08,"Lazio",12,41.89277044,12.48366722,"181","2425","239516","10.12","223","23.94","284","11.23","1517","10.21","401","7.11"
"2023-01",2023-01-02,2023-01-08,"Abruzzo",13,42.35122196,13.39843823,"31","629","35776","17.58","143","37.78","148","19.66","272","15.61","66","9.37"
"2023-01",2023-01-02,2023-01-08,"Molise",14,41.55774754,14.65916051,"11","85","13062","6.51","6","14.39","12","12.54","50","5.72","17","5.78"
"2023-01",2023-01-02,2023-01-08,"Campania",15,40.83956555,14.25084984,"39","633","48355","13.09","132","22.49","157","13.02","287","12.45","57","7.72"
"2023-01",2023-01-02,2023-01-08,"Apulia",16,41.12559576,16.86736689,"76","1291","100368","12.86","194","35.42","216","17.38","719","12.09","162","7.04"
"2023-01",2023-01-02,2023-01-08,"Basilicata",17,40.63947052,15.80514834,"10","82","17249","4.75","23","20.63","18","8.12","39","5.43","2","0.3"
"2023-01",2023-01-02,2023-01-08,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-01",2023-01-02,2023-01-08,"Sicily",19,38.11569725,13.3623567,"112","1631","135667","12.02","248","38.28","310","20.48","839","10.28","234","7.21"
"2023-01",2023-01-02,2023-01-08,"Sardinia",20,39.21531192,9.110616306,"14","143","18996","7.53","33","27.3","53","19.49","49","4.45","8","1.97"
"2023-02",2023-01-09,2023-01-15,"Piedmont",1,45.0732745,7.680687483,"49","800","68307","11.71","59","13.37","68","6.72","501","13.47","172","10.39"
"2023-02",2023-01-09,2023-01-15,"Aosta Valley",2,45.73750286,7.320149366,"3","45","4349","10.35","0","0","3","33.71","39","12.01","3","2.96"
"2023-02",2023-01-09,2023-01-15,"Lombardy",3,45.46679409,9.190347404,"200","2583","274663","9.4","371","18.76","324","7.3","1486","9.81","402","6.8"
"2023-02",2023-01-09,2023-01-15,"AP Bolzano",21,46.49933453,11.35662422,"5","35","6983","5.01","5","7.8","1","0.67","27","7.43","2","1.63"
"2023-02",2023-01-09,2023-01-15,"AP Trento",22,46.06893511,11.12123097,"10","79","14430","5.47","7","12.24","7","3.57","54","6.44","11","3.14"
"2023-02",2023-01-09,2023-01-15,"Veneto",5,45.43490485,12.33845213,"77","839","107851","7.78","129","15.92","117","5.95","490","8.66","103","4.39"
"2023-02",2023-01-09,2023-01-15,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"17","99","21052","4.7","19","9.15","8","1.63","60","6.24","12","2.7"
"2023-02",2023-01-09,2023-01-15,"Liguria",7,44.41149315,8.9326992,"26","315","33756","9.33","12","11.4","16","5.19","237","12.07","50","5.01"
"2023-02",2023-01-09,2023-01-15,"Emilia-Romagna",8,44.49436681,11.3417208,"69","845","87223","9.69","121","19.26","145","9.45","468","10.12","111","5.73"
"2023-02",2023-01-09,2023-01-15,"Tuscany",9,43.76923077,11.25588885,"36","494","48347","10.22","64","24.7","116","18.2","257","9.3","57","4.85"
"2023-02",2023-01-09,2023-01-15,"Umbria",10,43.10675841,12.38824698,"15","149","16956","8.79","25","19.49","26","8.13","62","6.96","36","10.08"
"2023-02",2023-01-09,2023-01-15,"Marche",11,43.61675973,13.5188753,"30","354","35682","9.92","57","18.54","49","5.61","215","12.83","33","4.63"
"2023-02",2023-01-09,2023-01-15,"Lazio",12,41.89277044,12.48366722,"157","1909","205933","9.27","166","19.18","214","9.08","1209","9.64","320","6.63"
"2023-02",2023-01-09,2023-01-15,"Abruzzo",13,42.35122196,13.39843823,"24","539","30040","17.94","84","33.71","129","23.37","245","15.37","81","13.31"
"2023-02",2023-01-09,2023-01-15,"Molise",14,41.55774754,14.65916051,"12","81","13195","6.14","7","16.79","9","9.26","56","6.38","9","2.97"
"2023-02",2023-01-09,2023-01-15,"Campania",15,40.83956555,14.25084984,"48","745","57637","12.93","228","27.11","212","12.81","256","10.49","49","5.93"
"2023-02",2023-01-09,2023-01-15,"Apulia",16,41.12559576,16.86736689,"56","654","70138","9.32","134","29.73","166","17.12","291","7.22","63","4.03"
"2023-02",2023-01-09,2023-01-15,"Basilicata",17,40.63947052,15.80514834,"9","79","16080","4.91","19","17.19","20","9.23","35","5.39","5","0.79"
"2023-02",2023-01-09,2023-01-15,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-02",2023-01-09,2023-01-15,"Sicily",19,38.11569725,13.3623567,"92","1251","114586","10.92","151","31.62","179","14.41","723","10.37","198","7.16"
"2023-02",2023-01-09,2023-01-15,"Sardinia",20,39.21531192,9.110616306,"14","135","18996","7.11","32","26.47","37","13.6","60","5.45","6","1.48"
"2023-03",2023-01-16,2023-01-22,"Piedmont",1,45.0732745,7.680687483,"59","754","81612","9.24","76","17.47","91","8.65","449","9.7","138","6.75"
"2023-03",2023-01-16,2023-01-22,"Aosta Valley",2,45.73750286,7.320149366,"2","25","2729","9.16","0","0","1","12.99","23","11.48","1","1.54"
"2023-03",2023-01-16,2023-01-22,"Lombardy",3,45.46679409,9.190347404,"211","2636","295414","8.92","463","26.39","350","8.33","1459","8.63","364","5.45"
"2023-03",2023-01-16,2023-01-22,"AP Bolzano",21,46.49933453,11.35662422,"7","46","9577","4.8","13","13.29","19","8.28","13","2.67","1","0.69"
"2023-03",2023-01-16,2023-01-22,"AP Trento",22,46.06893511,11.12123097,"10","74","14481","5.11","6","10.49","10","5.1","52","6.07","6","1.77"
"2023-03",2023-01-16,2023-01-22,"Veneto",5,45.43490485,12.33845213,"85","866","120455","7.19","146","17.57","123","6.29","472","7.22","125","4.58"
"2023-03",2023-01-16,2023-01-22,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"18","116","24234","4.79","25","14.55","22","5.11","54","4.34","15","2.6"
"2023-03",2023-01-16,2023-01-22,"Liguria",7,44.41149315,8.9326992,"43","356","57535","6.19","30","14.37","31","5.28","232","7","63","3.83"
"2023-03",2023-01-16,2023-01-22,"Emilia-Romagna",8,44.49436681,11.3417208,"74","763","94704","8.06","111","18.73","163","10.6","395","7.62","94","4.35"
"2023-03",2023-01-16,2023-01-22,"Tuscany",9,43.76923077,11.25588885,"35","541","46422","11.65","95","34.11","94","13.28","248","9.69","104","9.48"
"2023-03",2023-01-16,2023-01-22,"Umbria",10,43.10675841,12.38824698,"16","137","18122","7.56","20","19.98","19","7.32","77","7.35","21","5.18"
"2023-03",2023-01-16,2023-01-22,"Marche",11,43.61675973,13.5188753,"39","450","46905","9.59","81","24.06","77","7.99","221","9.3","71","7.01"
"2023-03",2023-01-16,2023-01-22,"Lazio",12,41.89277044,12.48366722,"181","1929","239036","8.07","202","21.39","247","9.79","1200","8.13","280","4.94"
"2023-03",2023-01-16,2023-01-22,"Abruzzo",13,42.35122196,13.39843823,"25","475","29522","16.09","112","44.94","133","25.21","183","11.79","47","7.54"
"2023-03",2023-01-16,2023-01-22,"Molise",14,41.55774754,14.65916051,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-03",2023-01-16,2023-01-22,"Campania",15,40.83956555,14.25084984,"48","667","59063","11.29","192","27.52","185","12.67","223","7.97","67","7.05"
"2023-03",2023-01-16,2023-01-22,"Apulia",16,41.12559576,16.86736689,"69","775","90158","8.6","147","30.58","182","17.31","378","7","68","3.27"
"2023-03",2023-01-16,2023-01-22,"Basilicata",17,40.63947052,15.80514834,"9","74","16080","4.6","25","22.62","19","8.77","25","3.85","5","0.79"
"2023-03",2023-01-16,2023-01-22,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-03",2023-01-16,2023-01-22,"Sicily",19,38.11569725,13.3623567,"110","1586","132763","11.95","245","39.71","312","20.48","772","9.67","257","8.16"
"2023-03",2023-01-16,2023-01-22,"Sardinia",20,39.21531192,9.110616306,"14","138","18996","7.26","49","40.53","51","18.75","28","2.55","10","2.46"
"2023-04",2023-01-23,2023-01-29,"Piedmont",1,45.0732745,7.680687483,"54","690","73200","9.43","74","20.63","95","10.75","420","9.92","101","5.48"
"2023-04",2023-01-23,2023-01-29,"Aosta Valley",2,45.73750286,7.320149366,"2","12","2729","4.4","0","0","0","0","12","5.99","0","0"
"2023-04",2023-01-23,2023-01-29,"Lombardy",3,45.46679409,9.190347404,"207","2585","289718","8.92","549","28.24","409","9.02","1330","8.22","297","4.71"
"2023-04",2023-01-23,2023-01-29,"AP Bolzano",21,46.49933453,11.35662422,"7","44","9584","4.59","6","9.36","12","8.02","24","4.43","2","0.99"
"2023-04",2023-01-23,2023-01-29,"AP Trento",22,46.06893511,11.12123097,"9","58","13062","4.44","2","3.5","8","4.17","43","5.74","5","1.62"
"2023-04",2023-01-23,2023-01-29,"Veneto",5,45.43490485,12.33845213,"83","740","116520","6.35","129","15.6","114","5.57","421","6.85","76","2.88"
"2023-04",2023-01-23,2023-01-29,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"19","154","24486","6.29","32","15.41","36","7.28","71","5.92","15","2.74"
"2023-04",2023-01-23,2023-01-29,"Liguria",7,44.41149315,8.9326992,"35","333","46779","7.12","48","22.99","50","8.95","191","7.42","44","3.29"
"2023-04",2023-01-23,2023-01-29,"Emilia-Romagna",8,44.49436681,11.3417208,"72","763","94961","8.03","128","24.34","126","8.89","417","7.84","92","4.12"
"2023-04",2023-01-23,2023-01-29,"Tuscany",9,43.76923077,11.25588885,"41","559","54258","10.3","95","33.46","81","11.29","327","10.63","56","4.15"
"2023-04",2023-01-23,2023-01-29,"Umbria",10,43.10675841,12.38824698,"12","103","12849","8.02","21","20.98","20","8.31","53","8.09","9","3.12"
"2023-04",2023-01-23,2023-01-29,"Marche",11,43.61675973,13.5188753,"36","345","42400","8.14","89","23.79","74","7.51","154","7.49","28","3.4"
"2023-04",2023-01-23,2023-01-29,"Lazio",12,41.89277044,12.48366722,"190","1913","252088","7.59","192","20.48","257","10.09","1197","7.61","267","4.45"
"2023-04",2023-01-23,2023-01-29,"Abruzzo",13,42.35122196,13.39843823,"25","454","29666","15.3","137","49.35","145","25.06","136","9.18","36","5.73"
"2023-04",2023-01-23,2023-01-29,"Molise",14,41.55774754,14.65916051,"13","83","14496","5.73","10","23.98","9","9.04","57","5.94","7","2.01"
"2023-04",2023-01-23,2023-01-29,"Campania",15,40.83956555,14.25084984,"52","709","63857","11.1","150","20.12","153","9.56","325","10.84","81","7.78"
"2023-04",2023-01-23,2023-01-29,"Apulia",16,41.12559576,16.86736689,"77","926","100573","9.21","137","24.5","192","15.17","496","8.4","101","4.34"
"2023-04",2023-01-23,2023-01-29,"Basilicata",17,40.63947052,15.80514834,"9","92","16080","5.72","27","24.43","23","10.61","36","5.55","6","0.95"
"2023-04",2023-01-23,2023-01-29,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-04",2023-01-23,2023-01-29,"Sicily",19,38.11569725,13.3623567,"109","1279","132908","9.62","204","36.85","278","20.14","640","7.89","157","4.85"
"2023-04",2023-01-23,2023-01-29,"Sardinia",20,39.21531192,9.110616306,"13","146","17488","8.35","61","50.45","46","16.96","39","3.9","0","0"
"2023-05",2023-01-30,2023-02-05,"Piedmont",1,45.0732745,7.680687483,"51","627","71219","8.80","51","13.77","125","14.65","356","8.68","95","5.29"
"2023-05",2023-01-30,2023-02-05,"Aosta Valley",2,45.73750286,7.320149366,"2","11","2729","4.03","0","0","1","12.99","10","4.99","0","0"
"2023-05",2023-01-30,2023-02-05,"Lombardy",3,45.46679409,9.190347404,"215","2666","297910","8.95","539","30.58","493","11.51","1375","8.08","259","3.84"
"2023-05",2023-01-30,2023-02-05,"AP Bolzano",21,46.49933453,11.35662422,"7","70","9785","7.15","18","26.71","18","11.03","33","6.06","1","0.49"
"2023-05",2023-01-30,2023-02-05,"AP Trento",22,46.06893511,11.12123097,"9","70","13368","5.24","8","13.99","13","6.82","35","4.54","14","4.40"
"2023-05",2023-01-30,2023-02-05,"Veneto",5,45.43490485,12.33845213,"77","649","107531","6.04","121","15.49","111","6.05","340","5.94","77","3.19"
"2023-05",2023-01-30,2023-02-05,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"15","133","20544","6.47","30","21.01","26","6.35","68","6.47","9","1.99"
"2023-05",2023-01-30,2023-02-05,"Liguria",7,44.41149315,8.9326992,"41","422","55426","7.61","38","20.86","51","10.37","281","8.67","52","3.19"
"2023-05",2023-01-30,2023-02-05,"Emilia-Romagna",8,44.49436681,11.3417208,"74","792","95579","8.29","118","21.08","156","10.91","462","8.69","56","2.49"
"2023-05",2023-01-30,2023-02-05,"Tuscany",9,43.76923077,11.25588885,"37","528","48866","10.81","100","38.6","81","12.73","274","9.89","73","5.98"
"2023-05",2023-01-30,2023-02-05,"Umbria",10,43.10675841,12.38824698,"14","129","14308","9.02","25","24.98","24","9.88","59","7.45","21","7.10"
"2023-05",2023-01-30,2023-02-05,"Marche",11,43.61675973,13.5188753,"33","329","38925","8.45","80","24.95","77","8.23","138","7.48","34","4.30"
"2023-05",2023-01-30,2023-02-05,"Lazio",12,41.89277044,12.48366722,"171","1709","225336","7.58","165","18.46","231","9.74","1098","7.90","215","4.01"
"2023-05",2023-01-30,2023-02-05,"Abruzzo",13,42.35122196,13.39843823,"35","531","40890","12.99","128","36.56","181","24.54","178","8.40","44","4.99"
"2023-05",2023-01-30,2023-02-05,"Molise",14,41.55774754,14.65916051,"14","61","15965","3.82","3","7.19","15","14.63","32","3","11","2.84"
"2023-05",2023-01-30,2023-02-05,"Campania",15,40.83956555,14.25084984,"48","520","57766","9","176","23.6","128","8.09","169","6.64","47","5.21"
"2023-05",2023-01-30,2023-02-05,"Apulia",16,41.12559576,16.86736689,"64","614","83899","7.32","113","22.45","164","15.26","272","5.51","65","3.47"
"2023-05",2023-01-30,2023-02-05,"Basilicata",17,40.63947052,15.80514834,"9","86","16080","5.35","27","24.43","26","12","25","3.85","8","1.27"
"2023-05",2023-01-30,2023-02-05,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-05",2023-01-30,2023-02-05,"Sicily",19,38.11569725,13.3623567,"102","1184","124385","9.52","204","37.54","289","20.42","540","7.20","151","5.07"
"2023-05",2023-01-30,2023-02-05,"Sardinia",20,39.21531192,9.110616306,"12","121","16259","7.44","47","38.88","44","16.76","30","3.35","0","0"
"2023-06",2023-02-06,2023-02-12,"Piedmont",1,45.0732745,7.680687483,"51","737","70997","10.38","71","19.91","137","15.86","448","10.84","81","4.64"
"2023-06",2023-02-06,2023-02-12,"Aosta Valley",2,45.73750286,7.320149366,"2","10","2729","3.66","0","0","1","12.99","9","4.49","0","0"
"2023-06",2023-02-06,2023-02-12,"Lombardy",3,45.46679409,9.190347404,"210","2501","290573","8.61","528","29.92","435","9.88","1300","7.9","238","3.7"
"2023-06",2023-02-06,2023-02-12,"AP Bolzano",21,46.49933453,11.35662422,"8","72","10599","6.79","18","18.4","19","8.23","33","6.10","2","1.05"
"2023-06",2023-02-06,2023-02-12,"AP Trento",22,46.06893511,11.12123097,"8","54","11824","4.57","8","13.99","15","8.02","29","4.34","2","0.74"
"2023-06",2023-02-06,2023-02-12,"Veneto",5,45.43490485,12.33845213,"68","562","94242","5.96","111","15.22","106","6.25","309","6.25","36","1.76"
"2023-06",2023-02-06,2023-02-12,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"18","121","22600","5.35","32","15.41","24","4.85","59","5.5","6","1.23"
"2023-06",2023-02-06,2023-02-12,"Liguria",7,44.41149315,8.9326992,"39","411","51918","7.92","30","16.47","47","9.67","271","9.06","63","4.11"
"2023-06",2023-02-06,2023-02-12,"Emilia-Romagna",8,44.49436681,11.3417208,"69","794","89398","8.88","110","20.99","147","10.37","471","9.63","66","3.13"
"2023-06",2023-02-06,2023-02-12,"Tuscany",9,43.76923077,11.25588885,"40","548","53223","10.3","72","28.4","69","10.95","325","10.47","82","6.14"
"2023-06",2023-02-06,2023-02-12,"Umbria",10,43.10675841,12.38824698,"10","88","10756","8.18","23","22.98","21","8.72","40","7.24","4","2.20"
"2023-06",2023-02-06,2023-02-12,"Marche",11,43.61675973,13.5188753,"33","445","39738","11.2","51","18.37","109","13.67","230","11.27","55","6.41"
"2023-06",2023-02-06,2023-02-12,"Lazio",12,41.89277044,12.48366722,"182","1789","239228","7.48","162","16.83","217","8.38","1177","7.99","233","4.13"
"2023-06",2023-02-06,2023-02-12,"Abruzzo",13,42.35122196,13.39843823,"27","426","32969","12.92","119","47.75","117","22.29","151","8.50","39","5.23"
"2023-06",2023-02-06,2023-02-12,"Molise",14,41.55774754,14.65916051,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06",2023-02-06,2023-02-12,"Campania",15,40.83956555,14.25084984,"46","505","56218","8.98","156","21.64","157","10.31","162","6.50","30","3.39"
"2023-06",2023-02-06,2023-02-12,"Apulia",16,41.12559576,16.86736689,"65","583","83271","7","105","19.78","147","12.9","279","5.82","52","2.79"
"2023-06",2023-02-06,2023-02-12,"Basilicata",17,40.63947052,15.80514834,"9","73","16080","4.54","19","17.19","22","10.15","26","4.01","6","0.95"
"2023-06",2023-02-06,2023-02-12,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-06",2023-02-06,2023-02-12,"Sicily",19,38.11569725,13.3623567,"108","1065","130665","8.15","153","27.51","209","15.04","567","7.13","136","4.29"
"2023-06",2023-02-06,2023-02-12,"Sardinia",20,39.21531192,9.110616306,"14","115","18996","6.05","39","32.26","56","20.59","19","1.73","1","0.25"
"2023-07",2023-02-13,2023-02-19,"Piedmont",1,45.0732745,7.680687483,"49","620","65412","9.48","82","16.18","158","14.36","321","9.35","59","3.93"
"2023-07",2023-02-13,2023-02-19,"Aosta Valley",2,45.73750286,7.320149366,"2","7","2729","2.57","0","0","0","0","7","3.49","0","0"
"2023-07",2023-02-13,2023-02-19,"Lombardy",3,45.46679409,9.190347404,"205","2632","286265","9.19","509","29.24","502","12.03","1359","8.41","262","4"
"2023-07",2023-02-13,2023-02-19,"AP Bolzano",21,46.49933453,11.35662422,"7","64","8972","7.13","13","13.29","23","10.08","24","5.79","4","2.55"
"2023-07",2023-02-13,2023-02-19,"AP Trento",22,46.06893511,11.12123097,"11","127","16035","7.92","14","24.48","32","16.1","64","6.65","17","4.42"
"2023-07",2023-02-13,2023-02-19,"Veneto",5,45.43490485,12.33845213,"55","501","74656","6.71","121","19.82","98","6.6","244","6.45","38","2.39"
"2023-07",2023-02-13,2023-02-19,"Friuli-Venezia Giulia",6,45.6494354,13.76813649,"13","101","17311","5.83","20","14.01","41","10.12","36","4.39","4","1.1"
"2023-07",2023-02-13,2023-02-19,"Liguria",7,44.41149315,8.9326992,"38","369","51999","7.1","21","14.31","46","11.45","250","8.57","52","3"
"2023-07",2023-02-13,2023-02-19,"Emilia-Romagna",8,44.49436681,11.3417208,"64","743","83037","8.95","111","20.35","169","12.3","399","8.91","64","3.36"
"2023-07",2023-02-13,2023-02-19,"Tuscany",9,43.76923077,11.25588885,"38","543","50054","10.85","77","29.72","80","12.5","305","10.67","81","6.49"
"2023-07",2023-02-13,2023-02-19,"Umbria",10,43.10675841,12.38824698,"10","83","10325","8.04","16","15.98","20","8.42","40","8.58","7","3.06"
"2023-07",2023-02-13,2023-02-19,"Marche",11,43.61675973,13.5188753,"38","437","45626","9.58","93","23.47","112","10.46","199","9.08","33","3.65"
"2023-07",2023-02-13,2023-02-19,"Lazio",12,41.89277044,12.48366722,"155","1594","204617","7.79","130","15.69","172","7.66","1093","8.69","199","4.14"
"2023-07",2023-02-13,2023-02-19,"Abruzzo",13,42.35122196,13.39843823,"27","482","32742","14.72","126","44.81","157","26.03","172","10.11","27","3.92"
"2023-07",2023-02-13,2023-02-19,"Molise",14,41.55774754,14.65916051,"14","64","15965","4.01","6","14.39","14","13.66","38","3.57","6","1.55"
"2023-07",2023-02-13,2023-02-19,"Campania",15,40.83956555,14.25084984,"46","411","55868","7.36","126","18.59","125","8.9","137","5.28","23","2.52"
"2023-07",2023-02-13,2023-02-19,"Apulia",16,41.12559576,16.86736689,"56","485","74908","6.47","75","18.9","146","16.26","235","5.22","29","1.71"
"2023-07",2023-02-13,2023-02-19,"Basilicata",17,40.63947052,15.80514834,"9","56","16080","3.48","11","9.95","17","7.84","23","3.54","5","0.79"
"2023-07",2023-02-13,2023-02-19,"Calabria",18,38.90597598,16.59440194,"0","0","0","0","0","0","0","0","0","0","0","0"
"2023-07",2023-02-13,2023-02-19,"Sicily",19,38.11569725,13.3623567,"79","586","94877","6.18","51","12.58","95","9.58","338","5.86","102","4.38"
"2023-07",2023-02-13,2023-02-19,"Sardinia",20,39.21531192,9.110616306,"13","130","17798","7.3","45","37.22","38","14.12","42","4.12","5","1.35"
"2023-08",2023-02-20,2023-02-26,"Piedmont",1,45.0732745,7.680687483,"54","586","73579","7.96","63","15.57","100","11.68","338","8.06","85","4.47"
"2023-08",2023-02-20,2023-02-26,"Aosta Valley",2,45.73750286,7.320149366,"2","14","2729","5.13","NA","NA","NA","NA","13","6.49","1","1.54"
"2023-08",2023-02-20,2023-02-26,"Lombardy",3,45.46679409,9.190347404,"200","2514","284365","8.84","442","26.51","461","11.28","1379","8.49","232","3.6"
